{'position': {'x': 3355.487305, 'y': 139.992676, 'z': -2991.549316}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4365.819336, 'y': 104.176163, 'z': -3055.614014}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3889.216309, 'y': 150.003052, 'z': -3046.753662}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4058.656494, 'y': 162.585541, 'z': -3122.846191}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3520.709473, 'y': 162.004593, 'z': -2959.537354}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3816.496582, 'y': 150.003052, 'z': -3118.983887}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4199.875, 'y': 132.144714, 'z': -3097.470215}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3865.181396, 'y': 152.386749, 'z': -3146.575684}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4366.15332, 'y': 114.997253, 'z': -3077.368652}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4295.614258, 'y': 132.318146, 'z': -3108.410645}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3873.541016, 'y': 164.881058, 'z': -2956.470459}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4108.05127, 'y': 155.922302, 'z': -3198.369873}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3283.806396, 'y': 150.003052, 'z': -2865.681396}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3675.833496, 'y': 150.041611, 'z': -2890.343262}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3485.719238, 'y': 145.156479, 'z': -2760.17041}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3250.999023, 'y': 144.997864, 'z': -2724.541504}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3250.026855, 'y': 140.229034, 'z': -2950.384766}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4452.540527, 'y': 27.0, 'z': -2946.825439}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3280.49585, 'y': 150.334808, 'z': -3038.921143}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3628.915039, 'y': 144.997894, 'z': -3278.324463}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4561.310059, 'y': 131.976028, 'z': -3104.601318}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3333.164795, 'y': 135.677261, 'z': -2970.918945}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4309.279297, 'y': 115.119331, 'z': -3011.65332}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3757.229492, 'y': 159.551071, 'z': -2790.02417}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4162.133789, 'y': 108.254013, 'z': -2972.88916}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3924.179199, 'y': 150.003052, 'z': -3187.230957}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3689.411377, 'y': 150.645264, 'z': -3046.121582}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3856.931641, 'y': 157.999146, 'z': -2968.484619}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3808.348633, 'y': 130.012817, 'z': -3207.672119}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3723.435791, 'y': 157.418869, 'z': -2940.168457}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3624.342041, 'y': 149.960556, 'z': -3318.545654}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3905.380615, 'y': 144.997894, 'z': -3266.305664}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3824.55542, 'y': 100.748314, 'z': -2652.494629}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3990.6875, 'y': 144.997894, 'z': -3269.574463}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3444.40625, 'y': 157.129501, 'z': -2808.065918}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4437.692871, 'y': 101.379616, 'z': -3172.3125}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3311.685791, 'y': 135.284744, 'z': -2964.714111}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3467.538086, 'y': 151.535355, 'z': -2807.454834}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3667.537354, 'y': 150.003052, 'z': -3292.519531}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3997.927246, 'y': 156.84285, 'z': -3214.711182}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3758.691406, 'y': 161.267151, 'z': -3061.750488}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3452.393311, 'y': 150.920639, 'z': -3007.503174}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4484.198242, 'y': 97.001831, 'z': -3145.545166}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3897.217529, 'y': 150.426453, 'z': -2858.684082}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4440.696289, 'y': 114.998535, 'z': -3058.272217}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3202.202881, 'y': 150.166351, 'z': -3009.494141}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'shiba_kare', 'area_no': 14}
{'position': {'x': 3816.422119, 'y': 161.202209, 'z': -2824.317383}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3551.080811, 'y': 150.003052, 'z': -3249.274658}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4521.43457, 'y': 27.0, 'z': -2961.853027}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3302.912109, 'y': 150.387329, 'z': -2706.67334}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3691.379883, 'y': 150.003052, 'z': -3201.671631}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3608.95874, 'y': 139.973206, 'z': -2834.878418}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 4344.820313, 'y': 99.650772, 'z': -3005.870605}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3680.268066, 'y': 150.003052, 'z': -3301.89917}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3598.723389, 'y': 150.003052, 'z': -3378.801758}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3737.67627, 'y': 151.321594, 'z': -2867.480957}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3622.260498, 'y': 144.997864, 'z': -2916.956299}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3674.072754, 'y': 130.012817, 'z': -3336.381104}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3814.019287, 'y': 150.181351, 'z': -3253.045898}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 4265.98291, 'y': 132.106964, 'z': -3136.277588}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4191.572266, 'y': 115.195648, 'z': -3067.437744}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3390.413818, 'y': 144.997864, 'z': -2976.15332}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3168.095947, 'y': 144.997864, 'z': -2933.874512}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3527.172119, 'y': 150.369293, 'z': -2770.713379}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3920.455322, 'y': 100.012207, 'z': -2834.600586}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3192.875732, 'y': 150.162155, 'z': -3008.430908}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3821.096436, 'y': 150.206345, 'z': -3165.328857}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3379.967773, 'y': 151.836731, 'z': -2847.290283}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3495.794434, 'y': 150.125137, 'z': -3014.489502}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3429.386963, 'y': 150.064102, 'z': -2773.962402}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3943.958252, 'y': 100.012207, 'z': -2707.596436}, 'level_range': {'x': 22.0, 'y': 24.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3909.003906, 'y': 144.997894, 'z': -3261.234619}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 4491.067383, 'y': 115.172287, 'z': -3068.111328}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4302.261719, 'y': 114.997253, 'z': -3101.599609}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4472.155273, 'y': 97.93766, 'z': -3151.94165}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3580.049072, 'y': 171.093353, 'z': -3039.202393}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3346.59668, 'y': 150.096741, 'z': -2741.756348}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3280.855957, 'y': 150.507996, 'z': -2871.501709}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4013.64917, 'y': 137.058441, 'z': -2908.342773}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3424.000977, 'y': 150.022583, 'z': -3043.185791}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3885.0271, 'y': 150.279083, 'z': -2884.677246}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4082.458984, 'y': 130.012817, 'z': -2999.501709}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3815.543213, 'y': 161.312637, 'z': -2819.616943}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3847.491211, 'y': 155.744583, 'z': -2863.060547}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3870.597656, 'y': 150.003052, 'z': -3048.25415}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3912.280762, 'y': 145.004501, 'z': -3230.726563}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4285.179199, 'y': 115.077042, 'z': -3018.225586}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3593.856201, 'y': 139.185852, 'z': -2880.040283}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3712.496826, 'y': 133.888245, 'z': -3395.921631}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4408.069336, 'y': 94.945984, 'z': -2999.356689}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3496.282471, 'y': 150.033569, 'z': -3072.741455}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3508.535889, 'y': 150.668091, 'z': -3246.585205}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3635.145752, 'y': 201.496033, 'z': -2980.964844}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3423.318848, 'y': 151.158905, 'z': -3024.450928}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3569.011963, 'y': 149.91716, 'z': -3145.632568}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3683.011475, 'y': 150.003052, 'z': -3068.502197}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3369.37793, 'y': 150.003052, 'z': -3139.937012}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3649.781738, 'y': 150.003052, 'z': -2735.010498}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3401.701416, 'y': 150.003052, 'z': -3054.705322}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3943.296143, 'y': 129.941757, 'z': -2999.751221}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3692.882568, 'y': 150.008911, 'z': -3286.499756}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3817.634766, 'y': 150.969788, 'z': -3238.758789}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4204.509277, 'y': 150.132431, 'z': -3173.528809}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4006.176758, 'y': 153.899246, 'z': -3234.240723}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3730.73291, 'y': 156.326172, 'z': -3078.990479}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4220.382813, 'y': 116.128845, 'z': -3177.907227}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'shiba_kare', 'area_no': 14}
{'position': {'x': 3430.544434, 'y': 150.088821, 'z': -2752.380859}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4424.506348, 'y': 114.821999, 'z': -3122.418701}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3349.374268, 'y': 150.003052, 'z': -3086.118408}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3804.372314, 'y': 162.018158, 'z': -2864.264404}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3775.634521, 'y': 150.003052, 'z': -3096.006592}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4474.490723, 'y': 27.0, 'z': -2925.736816}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3702.319824, 'y': 130.012817, 'z': -3346.637695}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3929.136963, 'y': 144.997864, 'z': -3161.724609}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3882.111572, 'y': 150.003052, 'z': -3025.181641}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3874.776611, 'y': 150.003052, 'z': -3296.286865}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3488.297119, 'y': 151.718109, 'z': -3258.709229}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3545.736328, 'y': 150.69223, 'z': -2827.880859}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3859.868652, 'y': 164.471252, 'z': -2920.068848}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3441.810303, 'y': 150.49939, 'z': -2749.338867}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3679.389404, 'y': 150.003052, 'z': -3192.057373}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3875.723145, 'y': 99.884308, 'z': -2695.570801}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3706.119629, 'y': 150.09462, 'z': -3434.079346}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3819.627197, 'y': 144.997894, 'z': -3261.542725}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3546.595215, 'y': 150.557358, 'z': -3045.223145}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3490.148438, 'y': 130.012817, 'z': -3130.227295}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3738.572021, 'y': 154.205353, 'z': -2804.586914}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3889.299072, 'y': 150.003052, 'z': -3175.174561}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3801.253174, 'y': 150.003052, 'z': -3321.902344}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3411.219238, 'y': 151.007248, 'z': -2792.396484}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3473.281982, 'y': 150.003052, 'z': -3262.417969}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3765.084473, 'y': 164.067062, 'z': -2868.512939}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 14}
