{'position': {'x': 571.127625, 'y': 58.056931, 'z': -4225.402344}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1594.927246, 'y': 100.597321, 'z': -3583.577148}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1480.844849, 'y': 49.230766, 'z': -3896.241699}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1690.411621, 'y': 49.230766, 'z': -3779.336426}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 762.729248, 'y': 49.230766, 'z': -3871.610352}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1554.173096, 'y': 49.230766, 'z': -3871.155273}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1969.518921, 'y': 49.230766, 'z': -3891.98584}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 2095.697021, 'y': 64.49234, 'z': -3886.344482}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1171.631958, 'y': 49.230766, 'z': -4213.785156}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1818.93689, 'y': 49.230766, 'z': -4024.294189}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1466.591064, 'y': 49.230766, 'z': -3804.89209}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1868.749878, 'y': 117.120811, 'z': -3638.768799}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1580.170532, 'y': 49.230766, 'z': -3872.634766}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1191.395264, 'y': 49.230766, 'z': -4245.635742}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 942.466675, 'y': 49.230766, 'z': -3941.7854}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1610.761719, 'y': 49.230766, 'z': -4147.347656}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 878.75885, 'y': 49.230766, 'z': -4060.219238}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1227.467529, 'y': 49.230766, 'z': -3747.554688}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1885.032959, 'y': 103.626022, 'z': -3745.432373}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1657.138306, 'y': 49.230766, 'z': -3855.86084}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1628.074707, 'y': 103.515625, 'z': -3621.770996}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1278.814209, 'y': 49.230766, 'z': -3585.911133}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1016.231812, 'y': 49.230766, 'z': -4316.025391}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1090.517578, 'y': 49.230766, 'z': -3738.682861}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1128.242432, 'y': 49.230766, 'z': -3775.612549}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 689.72467, 'y': 49.230766, 'z': -3657.521729}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1443.110107, 'y': 49.230766, 'z': -3716.734863}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1748.899536, 'y': 49.230766, 'z': -4044.961426}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1846.172974, 'y': 100.272202, 'z': -3620.916748}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 754.634216, 'y': 70.513763, 'z': -3476.20752}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 960.437988, 'y': 49.899994, 'z': -4001.385254}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1230.480957, 'y': 70.40873, 'z': -3451.813232}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1299.265259, 'y': 49.230766, 'z': -3789.053223}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1037.437134, 'y': 49.230766, 'z': -3973.698242}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1020.262695, 'y': 69.958221, 'z': -3445.529785}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1651.462402, 'y': 55.209667, 'z': -3743.318359}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 635.505615, 'y': 90.337547, 'z': -3869.169189}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1069.069824, 'y': 96.995911, 'z': -4660.439941}, 'level_range': {'x': 54.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1811.73584, 'y': 49.230766, 'z': -4061.310791}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1532.218262, 'y': 100.012207, 'z': -3494.537109}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1103.107422, 'y': 95.386406, 'z': -4567.143066}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 2097.09375, 'y': 69.995071, 'z': -3842.711182}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1912.015015, 'y': 139.93071, 'z': -4105.299805}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1660.08606, 'y': 50.996822, 'z': -4102.810059}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1706.939941, 'y': 49.230766, 'z': -4149.182617}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1597.421875, 'y': 103.584938, 'z': -3634.067139}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1168.083252, 'y': 49.230766, 'z': -3962.564453}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 814.386353, 'y': 49.230766, 'z': -3693.758057}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1620.855957, 'y': 106.102852, 'z': -3585.410889}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 810.304321, 'y': 104.751213, 'z': -4462.171875}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 655.674866, 'y': 59.238232, 'z': -4198.762695}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 849.512878, 'y': 93.175713, 'z': -4344.180664}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1460.121582, 'y': 49.230766, 'z': -3944.116455}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1175.442139, 'y': 49.230766, 'z': -3822.010742}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1514.275635, 'y': 49.230766, 'z': -3953.999268}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 705.500732, 'y': 55.732422, 'z': -4055.543945}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 547.636841, 'y': 27.0, 'z': -3609.213379}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 18}
{'position': {'x': 1000.72467, 'y': 49.230766, 'z': -4114.475098}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1672.469116, 'y': 49.230766, 'z': -4010.9729}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 948.623047, 'y': 49.230766, 'z': -4068.299072}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1006.335083, 'y': 49.230766, 'z': -3647.193359}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 2061.861328, 'y': 71.511803, 'z': -3834.772949}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1260.152222, 'y': 64.319229, 'z': -3555.906006}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1961.856323, 'y': 49.230766, 'z': -3967.081543}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1704.114624, 'y': 49.230766, 'z': -3971.993408}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1383.82251, 'y': 49.230766, 'z': -4222.777832}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1377.478882, 'y': 83.684486, 'z': -3569.101563}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1163.741455, 'y': 49.230766, 'z': -4148.598633}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 933.464172, 'y': 49.230766, 'z': -4097.750977}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1676.915649, 'y': 49.230766, 'z': -4146.79541}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1047.888672, 'y': 49.230766, 'z': -4042.598877}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 2095.640625, 'y': 75.127434, 'z': -3805.473389}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1146.805664, 'y': 49.230766, 'z': -4031.587158}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1550.949829, 'y': 120.146996, 'z': -4344.073242}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1589.809326, 'y': 49.230766, 'z': -4310.65332}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1172.996338, 'y': 49.230766, 'z': -3826.055664}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1591.150024, 'y': 49.230766, 'z': -4099.547852}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1424.619751, 'y': 107.058022, 'z': -3574.579834}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 528.512573, 'y': 27.0, 'z': -4341.381348}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 996.705505, 'y': 49.230766, 'z': -3811.309082}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 507.534454, 'y': 27.0, 'z': -3943.910156}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 18}
{'position': {'x': 1235.885986, 'y': 57.488907, 'z': -3569.283936}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1641.302612, 'y': 49.230766, 'z': -4050.969238}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1221.066406, 'y': 104.830818, 'z': -4438.365723}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1712.21936, 'y': 49.230766, 'z': -3906.559082}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1986.633911, 'y': 49.566895, 'z': -3879.720459}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1248.31604, 'y': 49.230766, 'z': -4358.487793}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 2105.630127, 'y': 67.098999, 'z': -3856.755127}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1335.08374, 'y': 49.230766, 'z': -4245.589355}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1120.730713, 'y': 67.53952, 'z': -3448.978271}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 944.22052, 'y': 49.230766, 'z': -4196.338867}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1829.067383, 'y': 49.230766, 'z': -3973.022949}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1004.988708, 'y': 49.230766, 'z': -3897.777344}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 719.697876, 'y': 60.786488, 'z': -4183.351563}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 729.381348, 'y': 49.230766, 'z': -3724.121826}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1696.730835, 'y': 49.230766, 'z': -3978.265137}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1254.937012, 'y': 49.230766, 'z': -3680.270996}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 904.281189, 'y': 49.230766, 'z': -3509.552246}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 992.318787, 'y': 49.230766, 'z': -3874.697266}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 957.320801, 'y': 49.230766, 'z': -4279.519531}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 518.620178, 'y': 59.02174, 'z': -4250.782227}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 970.87323, 'y': 49.230766, 'z': -3783.064697}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 743.33429, 'y': 49.230766, 'z': -3734.491211}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 885.131226, 'y': 68.467171, 'z': -3478.766113}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 879.810791, 'y': 101.443733, 'z': -4541.165039}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'tsuchi', 'area_no': 18}
{'position': {'x': 1148.557983, 'y': 49.230766, 'z': -3840.275391}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 992.098206, 'y': 49.380455, 'z': -3507.841553}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1177.190552, 'y': 49.230766, 'z': -3725.557129}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1380.505249, 'y': 117.074905, 'z': -3441.673828}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1607.149658, 'y': 49.230766, 'z': -3918.61377}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1179.807617, 'y': 49.230766, 'z': -3861.984131}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 714.680115, 'y': 49.230774, 'z': -4001.997559}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 972.747986, 'y': 49.230766, 'z': -3927.619629}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1040.927368, 'y': 49.230766, 'z': -3981.978271}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1186.083496, 'y': 49.230766, 'z': -4354.64209}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1934.318604, 'y': 120.135048, 'z': -3638.856934}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1046.738525, 'y': 49.230766, 'z': -4067.685791}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1921.771362, 'y': 49.230766, 'z': -3911.156494}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1439.592407, 'y': 86.889488, 'z': -3523.557861}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 879.691284, 'y': 100.681129, 'z': -4486.522461}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 956.327454, 'y': 49.230766, 'z': -3768.783203}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1378.156372, 'y': 111.4123, 'z': -4402.553223}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1527.797729, 'y': 49.230766, 'z': -4249.992188}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 713.772644, 'y': 69.209229, 'z': -4314.405762}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1426.20105, 'y': 49.230766, 'z': -3891.784668}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1319.41687, 'y': 49.230766, 'z': -3743.605713}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1916.518188, 'y': 49.230766, 'z': -3995.300049}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1663.389648, 'y': 104.254478, 'z': -3599.652344}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1312.263062, 'y': 107.9935, 'z': -4447.501953}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1707.148071, 'y': 49.230766, 'z': -3967.705811}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 984.466309, 'y': 49.230766, 'z': -4263.651367}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1091.448853, 'y': 49.230766, 'z': -3612.452393}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1281.445313, 'y': 49.230766, 'z': -3632.730225}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1202.574585, 'y': 49.230766, 'z': -3800.678467}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
