{'position': {'x': 797.203674, 'y': 181.719055, 'z': -1510.565674}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 827.37561, 'y': 183.531631, 'z': -1476.269531}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 399.58374, 'y': 185.92662, 'z': -1625.727417}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 649.032471, 'y': 184.92038, 'z': -1444.757202}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 691.912537, 'y': 185.670502, 'z': -1631.739014}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 410.568542, 'y': 188.561859, 'z': -1362.766357}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 402.139648, 'y': 181.234314, 'z': -1394.762329}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 666.640686, 'y': 183.330872, 'z': -1430.790039}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 481.844543, 'y': 186.164093, 'z': -1647.13916}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 823.453979, 'y': 181.834412, 'z': -1496.660278}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 597.623169, 'y': 180.710922, 'z': -1527.67981}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 555.19696, 'y': 185.79747, 'z': -1627.290283}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 430.581421, 'y': 186.340073, 'z': -1350.116577}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 514.766846, 'y': 190.015564, 'z': -1584.132935}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 434.002167, 'y': 180.196625, 'z': -1506.574951}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 658.052246, 'y': 186.597809, 'z': -1652.407104}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 797.928955, 'y': 187.521881, 'z': -1461.461426}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 391.366272, 'y': 195.870331, 'z': -1429.425415}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 733.831299, 'y': 186.727524, 'z': -1586.10144}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 528.094238, 'y': 188.70636, 'z': -1459.506836}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 505.053192, 'y': 193.994766, 'z': -1436.622437}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 415.460205, 'y': 186.420975, 'z': -1622.658081}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 682.110352, 'y': 186.805878, 'z': -1625.145996}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 538.326721, 'y': 194.237579, 'z': -1641.883179}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 421.078339, 'y': 199.44165, 'z': -1312.331299}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 826.715698, 'y': 181.762085, 'z': -1519.913208}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 366.160553, 'y': 181.701797, 'z': -1606.654053}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 544.306213, 'y': 182.67041, 'z': -1430.15918}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 486.498901, 'y': 184.551697, 'z': -1355.399536}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 757.462463, 'y': 188.572433, 'z': -1544.796997}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 348.880249, 'y': 183.373047, 'z': -1577.485474}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 424.971649, 'y': 187.639175, 'z': -1566.009644}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 510.044067, 'y': 190.995132, 'z': -1535.182861}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 697.364075, 'y': 191.617233, 'z': -1589.249878}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 597.798279, 'y': 178.52182, 'z': -1553.908813}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 697.376404, 'y': 183.826111, 'z': -1442.702637}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 856.231689, 'y': 182.889023, 'z': -1466.928101}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 491.54306, 'y': 196.830841, 'z': -1304.36438}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 692.448242, 'y': 184.669098, 'z': -1450.040771}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 492.561188, 'y': 186.704483, 'z': -1572.093262}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 495.59671, 'y': 194.266113, 'z': -1317.280884}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 688.414795, 'y': 177.670502, 'z': -1532.950317}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 622.801575, 'y': 185.979462, 'z': -1620.074829}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 436.363403, 'y': 188.057083, 'z': -1443.660767}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 590.086975, 'y': 182.386032, 'z': -1451.588257}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 445.091003, 'y': 186.34198, 'z': -1575.648193}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 829.105896, 'y': 181.168213, 'z': -1516.437866}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 585.589172, 'y': 185.240524, 'z': -1608.023193}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 624.225281, 'y': 179.067429, 'z': -1530.884521}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 466.209961, 'y': 190.01413, 'z': -1415.842285}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 371.104218, 'y': 180.643585, 'z': -1404.894165}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 503.34903, 'y': 188.773239, 'z': -1596.87207}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 571.679993, 'y': 183.09639, 'z': -1462.21875}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 397.163666, 'y': 180.587875, 'z': -1407.280151}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 628.028931, 'y': 190.391342, 'z': -1470.712524}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 773.526855, 'y': 188.776901, 'z': -1455.532349}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 521.502625, 'y': 189.930038, 'z': -1448.676147}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 759.417297, 'y': 188.362366, 'z': -1542.118652}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 592.017334, 'y': 182.823593, 'z': -1630.688843}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 762.046387, 'y': 187.714447, 'z': -1534.074585}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 572.489136, 'y': 191.386154, 'z': -1510.826416}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 675.381836, 'y': 193.219055, 'z': -1472.324463}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 615.777283, 'y': 189.651688, 'z': -1472.833008}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 469.535553, 'y': 187.3983, 'z': -1569.125488}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 504.734436, 'y': 182.587509, 'z': -1397.619141}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 590.931946, 'y': 180.638565, 'z': -1565.30127}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 513.453735, 'y': 189.491211, 'z': -1631.840454}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 644.521545, 'y': 185.861816, 'z': -1661.47168}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 373.891815, 'y': 195.994171, 'z': -1477.905029}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 442.964661, 'y': 180.300751, 'z': -1512.352417}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 526.038818, 'y': 192.162384, 'z': -1632.520508}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 679.017273, 'y': 183.643524, 'z': -1668.792603}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 670.001465, 'y': 176.918716, 'z': -1523.341919}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 404.117401, 'y': 181.609253, 'z': -1423.699463}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 379.948242, 'y': 182.029877, 'z': -1602.143433}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 706.312317, 'y': 181.080597, 'z': -1510.039063}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 536.470337, 'y': 185.811478, 'z': -1448.761963}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 743.161621, 'y': 192.066681, 'z': -1546.800537}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 536.363464, 'y': 190.081848, 'z': -1541.431274}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 397.692139, 'y': 181.637527, 'z': -1472.477417}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 786.610474, 'y': 183.894272, 'z': -1557.25293}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 843.345093, 'y': 179.871155, 'z': -1516.535278}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 743.359802, 'y': 188.44519, 'z': -1459.964478}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 411.118591, 'y': 179.444244, 'z': -1479.699829}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 704.753174, 'y': 185.516464, 'z': -1667.532593}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 738.989746, 'y': 190.082809, 'z': -1487.318726}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 413.517303, 'y': 181.925598, 'z': -1431.666016}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 428.652344, 'y': 187.845886, 'z': -1386.873291}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 650.720093, 'y': 184.799408, 'z': -1419.243164}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 547.754578, 'y': 182.673782, 'z': -1444.283813}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 843.256958, 'y': 182.788254, 'z': -1475.71521}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 761.194031, 'y': 187.300095, 'z': -1507.405884}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 336.382874, 'y': 186.630386, 'z': -1480.587036}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 671.3703, 'y': 176.875931, 'z': -1524.769775}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 615.49762, 'y': 181.970108, 'z': -1613.829956}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 591.581299, 'y': 190.728119, 'z': -1489.346924}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 488.544464, 'y': 189.429596, 'z': -1553.386475}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 441.142578, 'y': 188.404877, 'z': -1335.425537}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 406.726379, 'y': 184.200333, 'z': -1579.081665}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 434.862305, 'y': 195.433044, 'z': -1418.212891}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 675.881409, 'y': 186.139938, 'z': -1635.004395}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 453.947845, 'y': 201.943848, 'z': -1529.165283}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 748.220398, 'y': 190.384521, 'z': -1548.971191}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 691.606079, 'y': 186.236633, 'z': -1624.533203}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 520.07135, 'y': 183.051468, 'z': -1406.155151}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 791.850525, 'y': 182.997528, 'z': -1507.723877}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 374.396576, 'y': 193.184738, 'z': -1343.350098}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 439.390686, 'y': 185.480408, 'z': -1349.578003}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 839.962646, 'y': 182.027039, 'z': -1532.865967}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 664.988586, 'y': 181.625, 'z': -1562.845825}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 357.407318, 'y': 192.494431, 'z': -1350.546387}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 683.060913, 'y': 177.071014, 'z': -1525.475342}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 478.726532, 'y': 185.710114, 'z': -1630.418213}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 704.663818, 'y': 189.087006, 'z': -1594.740723}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 506.980621, 'y': 193.671799, 'z': -1329.959595}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 516.418213, 'y': 181.181824, 'z': -1378.317017}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 549.544495, 'y': 186.93399, 'z': -1497.154663}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 631.144165, 'y': 186.066559, 'z': -1491.501465}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 405.573669, 'y': 181.652908, 'z': -1441.029907}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 485.783234, 'y': 195.724457, 'z': -1435.293701}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 468.364746, 'y': 183.95874, 'z': -1482.697632}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 400.583374, 'y': 185.064758, 'z': -1371.14978}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 374.14389, 'y': 180.416611, 'z': -1403.417603}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 610.37262, 'y': 181.672577, 'z': -1514.259033}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 345.27243, 'y': 184.470886, 'z': -1538.510986}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 380.884216, 'y': 191.483658, 'z': -1512.719849}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 715.725769, 'y': 196.454056, 'z': -1555.986084}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 545.383667, 'y': 180.525391, 'z': -1392.661743}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 425.303314, 'y': 185.996307, 'z': -1363.904785}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
