{'position': {'x': 645.118103, 'y': 308.577362, 'z': -2312.565186}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 965.572815, 'y': 238.102493, 'z': -2011.390625}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1700.060303, 'y': 237.982162, 'z': -2749.336426}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1077.879272, 'y': 197.961685, 'z': -2012.783447}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 981.141724, 'y': 211.329056, 'z': -2415.902588}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1588.757446, 'y': 151.778503, 'z': -2049.41626}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 978.436829, 'y': 199.860703, 'z': -2089.724854}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1098.255005, 'y': 199.825928, 'z': -2594.660156}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1012.530334, 'y': 201.496887, 'z': -2487.0}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1118.575928, 'y': 265.112579, 'z': -2177.822754}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 774.231934, 'y': 30.369444, 'z': -1601.469482}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 9}
{'position': {'x': 1399.88269, 'y': 251.999527, 'z': -2291.027344}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1020.504944, 'y': 222.463272, 'z': -1905.65625}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 624.310974, 'y': 200.873627, 'z': -1853.64502}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1637.290527, 'y': 209.665848, 'z': -2844.788086}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1147.218384, 'y': 247.5737, 'z': -2499.308105}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1016.213379, 'y': 151.943771, 'z': -1396.513916}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 398.729095, 'y': 251.541229, 'z': -2145.814941}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 663.911865, 'y': 298.252136, 'z': -2073.203857}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1291.880859, 'y': 154.944061, 'z': -1966.891113}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 978.996338, 'y': 282.255707, 'z': -2266.833252}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1053.413574, 'y': 196.461319, 'z': -1988.481445}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1212.252075, 'y': 260.312531, 'z': -2338.525391}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 719.469666, 'y': 317.504517, 'z': -2191.73999}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1095.734009, 'y': 151.524704, 'z': -1609.289063}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1274.720215, 'y': 128.106003, 'z': -1807.971558}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 831.062622, 'y': 100.029106, 'z': -1517.41626}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 634.447266, 'y': 332.57901, 'z': -2206.455566}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1217.212036, 'y': 236.743912, 'z': -2456.084717}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ruins', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 949.689148, 'y': 214.580643, 'z': -2448.828857}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1307.838013, 'y': 251.395599, 'z': -2411.40332}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1459.228516, 'y': 204.199738, 'z': -2025.380859}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1409.470703, 'y': 194.09639, 'z': -2636.865234}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 507.53244, 'y': 250.794952, 'z': -2499.210938}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1102.714966, 'y': 186.177887, 'z': -2113.485107}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 871.039551, 'y': 156.639038, 'z': -1641.409058}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 589.250488, 'y': 27.0, 'z': -1763.462524}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 691.348999, 'y': 245.86705, 'z': -2500.207275}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 472.43634, 'y': 254.413666, 'z': -2468.128662}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1242.676147, 'y': 153.49675, 'z': -1800.830078}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1048.359131, 'y': 200.749496, 'z': -2523.866211}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 752.564392, 'y': 201.998199, 'z': -2483.842285}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 972.793518, 'y': 236.29686, 'z': -1989.141724}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1212.652588, 'y': 152.072006, 'z': -1864.101563}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1599.51123, 'y': 201.784683, 'z': -2941.070557}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1396.772095, 'y': 251.232513, 'z': -2409.363525}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1467.914429, 'y': 252.04541, 'z': -2328.675781}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1089.030151, 'y': 200.610611, 'z': -2585.10376}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 553.7948, 'y': 27.0, 'z': -1750.114624}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 489.861755, 'y': 283.251495, 'z': -2074.237061}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 770.528015, 'y': 310.382172, 'z': -2137.558594}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1412.880859, 'y': 196.192001, 'z': -2657.864746}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 494.18042, 'y': 252.646286, 'z': -2451.110596}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 519.71637, 'y': 250.858658, 'z': -2456.585938}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 478.987518, 'y': 256.687622, 'z': -2440.424316}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1704.031616, 'y': 200.134964, 'z': -2352.977783}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1036.546509, 'y': 199.510651, 'z': -2042.492065}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 555.452332, 'y': 310.468536, 'z': -2140.495117}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 689.663574, 'y': 27.0, 'z': -1568.038208}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 1443.142578, 'y': 250.188187, 'z': -2273.703857}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 408.592865, 'y': 271.475403, 'z': -2399.719971}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1171.656494, 'y': 300.825836, 'z': -2259.593018}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1714.404297, 'y': 245.218994, 'z': -2696.723633}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1007.818176, 'y': 226.04277, 'z': -1502.348755}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1074.566284, 'y': 158.606216, 'z': -1717.473633}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 438.102692, 'y': 206.344696, 'z': -2566.807129}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1144.543579, 'y': 186.577774, 'z': -1954.04895}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1146.604248, 'y': 199.085587, 'z': -2620.813721}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 698.279358, 'y': 300.302032, 'z': -2228.560303}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 939.27655, 'y': 249.726074, 'z': -2137.328369}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1762.735352, 'y': 208.331635, 'z': -2785.05957}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1293.290894, 'y': 163.443695, 'z': -2066.240234}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1169.718262, 'y': 257.520813, 'z': -2347.763428}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 556.227173, 'y': 283.433044, 'z': -2069.54248}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 784.314209, 'y': 258.740234, 'z': -1920.293335}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 916.881836, 'y': 214.590714, 'z': -1633.30957}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 961.638794, 'y': 226.129486, 'z': -1713.424561}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 971.688721, 'y': 235.086746, 'z': -1965.793335}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 390.371429, 'y': 251.679169, 'z': -2153.486572}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 555.365112, 'y': 27.0, 'z': -1772.252319}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 1298.340332, 'y': 200.206573, 'z': -2592.76123}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1126.253906, 'y': 153.002365, 'z': -1747.090454}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 956.297668, 'y': 211.858841, 'z': -1635.17041}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1131.568359, 'y': 247.5271, 'z': -2459.724854}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1115.942749, 'y': 199.999252, 'z': -2533.10376}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 736.160522, 'y': 245.230743, 'z': -2361.441162}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 375.450562, 'y': 251.648758, 'z': -2179.520752}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1546.22937, 'y': 251.489502, 'z': -2372.818359}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1373.359131, 'y': 251.204788, 'z': -2279.793457}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 263.314056, 'y': 27.0, 'z': -2170.827637}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 616.930359, 'y': 250.157501, 'z': -1941.863037}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1071.044434, 'y': 200.562485, 'z': -2492.548584}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1463.612671, 'y': 150.707382, 'z': -1992.290527}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1115.37915, 'y': 161.696121, 'z': -1809.013184}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1195.250122, 'y': 153.258179, 'z': -1827.315674}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 783.037903, 'y': 50.557507, 'z': -1630.837769}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 678.535767, 'y': 27.0, 'z': -1520.325195}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 847.5896, 'y': 250.446045, 'z': -1916.684692}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1133.890747, 'y': 247.510925, 'z': -2470.170166}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1159.543945, 'y': 166.494843, 'z': -1821.74292}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1375.008423, 'y': 190.932159, 'z': -2699.012451}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 447.224274, 'y': 283.657532, 'z': -2223.152832}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1139.3573, 'y': 186.326385, 'z': -2126.850098}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1441.882568, 'y': 251.4328, 'z': -2403.623535}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1407.723999, 'y': 251.78598, 'z': -2284.620117}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1322.774536, 'y': 299.992554, 'z': -2225.043213}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 624.524536, 'y': 319.963013, 'z': -2360.819824}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 562.65625, 'y': 283.73111, 'z': -2075.758301}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1097.342896, 'y': 158.446014, 'z': -1736.72876}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 250.294128, 'y': 27.0, 'z': -2168.284912}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 1246.488281, 'y': 153.382614, 'z': -1802.397949}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 733.101257, 'y': 200.033707, 'z': -1732.786621}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1456.25647, 'y': 150.346603, 'z': -1973.883423}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1564.9552, 'y': 251.700394, 'z': -2684.112793}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 879.025085, 'y': 114.369202, 'z': -1567.760132}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 875.481506, 'y': 250.503387, 'z': -2269.539307}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 994.651489, 'y': 162.875397, 'z': -1799.340332}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 723.972778, 'y': 29.456478, 'z': -1645.782959}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 9}
{'position': {'x': 1117.739258, 'y': 190.15834, 'z': -2134.671631}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1108.89502, 'y': 261.819397, 'z': -2328.19043}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 411.724426, 'y': 303.893677, 'z': -2215.848145}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1112.343262, 'y': 202.099274, 'z': -2492.6875}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1730.413696, 'y': 252.642578, 'z': -2673.30127}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1450.408447, 'y': 251.476868, 'z': -2308.700195}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 723.240906, 'y': 246.052475, 'z': -2421.085205}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'shiba_kare', 'area_no': 9}
{'position': {'x': 1693.08728, 'y': 186.473785, 'z': -2863.991699}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 9}
{'position': {'x': 1285.799927, 'y': 263.353088, 'z': -2171.009766}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 971.562927, 'y': 201.042389, 'z': -2069.695557}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
