{'position': {'x': 3960.262939, 'y': 256.582855, 'z': -3404.489502}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4108.206055, 'y': 240.108994, 'z': -3470.40625}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4058.221191, 'y': 249.473953, 'z': -3488.583496}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4186.452148, 'y': 300.482971, 'z': -3842.990479}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4351.661621, 'y': 250.138397, 'z': -3382.478271}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4209.568848, 'y': 230.140991, 'z': -3479.005371}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4199.19873, 'y': 250.045776, 'z': -3422.450439}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4217.263184, 'y': 250.041672, 'z': -3428.842041}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4213.113281, 'y': 250.153946, 'z': -3418.41333}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4071.128906, 'y': 220.082382, 'z': -3698.269287}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4206.183594, 'y': 229.0, 'z': -3558.956787}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4212.010742, 'y': 229.994507, 'z': -3643.83374}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4194.713867, 'y': 250.42865, 'z': -3389.116455}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4154.228516, 'y': 250.001999, 'z': -3360.947021}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4167.84082, 'y': 229.994507, 'z': -3610.351074}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4064.740234, 'y': 245.476288, 'z': -3447.691895}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4224.092773, 'y': 229.0, 'z': -3582.256592}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4467.736816, 'y': 249.662628, 'z': -3282.101563}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4164.452637, 'y': 251.605118, 'z': -3348.806885}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4144.777832, 'y': 249.747345, 'z': -3354.519531}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4230.699707, 'y': 250.045776, 'z': -3425.970947}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4193.629883, 'y': 229.994507, 'z': -3628.060059}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4158.624023, 'y': 230.025024, 'z': -3512.30127}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4361.871094, 'y': 250.106812, 'z': -3383.887939}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4324.696777, 'y': 250.047379, 'z': -3432.19043}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4188.601563, 'y': 299.940033, 'z': -3967.615967}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4190.494141, 'y': 300.4823, 'z': -3868.346191}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba_kare', 'area_no': 22}
{'position': {'x': 4306.521973, 'y': 328.135498, 'z': -3281.103027}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4267.681152, 'y': 250.289948, 'z': -3426.901123}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3936.825928, 'y': 220.014648, 'z': -3693.934326}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4196.102051, 'y': 229.994507, 'z': -3571.909668}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4172.185059, 'y': 230.06279, 'z': -3457.667969}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4236.278809, 'y': 305.135101, 'z': -3748.469727}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4448.522949, 'y': 251.016434, 'z': -3266.463135}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4184.669434, 'y': 250.894989, 'z': -3363.47998}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4381.905273, 'y': 250.04158, 'z': -3476.626953}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4498.046875, 'y': 246.228195, 'z': -3277.192139}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4201.078613, 'y': 230.025024, 'z': -3456.799561}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4205.530273, 'y': 229.0, 'z': -3548.409424}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4194.554688, 'y': 229.994507, 'z': -3658.098633}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4224.188965, 'y': 250.015259, 'z': -3452.248291}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4288.911133, 'y': 250.106812, 'z': -3406.86792}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4225.333496, 'y': 229.0, 'z': -3520.574219}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4194.590332, 'y': 229.994507, 'z': -3482.677246}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4422.384277, 'y': 249.80101, 'z': -3374.066162}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'ruins', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4445.077148, 'y': 249.904953, 'z': -3240.523682}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4386.411133, 'y': 317.808868, 'z': -3290.522217}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4257.029785, 'y': 250.234924, 'z': -3436.860352}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4286.02832, 'y': 330.610657, 'z': -3278.253418}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4281.084961, 'y': 250.092392, 'z': -3456.634766}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4490.745605, 'y': 244.842255, 'z': -3263.5354}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4358.22168, 'y': 250.076294, 'z': -3473.747314}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4389.985352, 'y': 250.096664, 'z': -3372.394775}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4334.039063, 'y': 250.045776, 'z': -3417.508301}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4479.600098, 'y': 245.307968, 'z': -3261.123291}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4506.209473, 'y': 250.101059, 'z': -3308.532471}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4413.222168, 'y': 250.163589, 'z': -3471.664551}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4470.423828, 'y': 246.188049, 'z': -3256.920898}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4444.994141, 'y': 250.973328, 'z': -3255.89502}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4405.418457, 'y': 250.030701, 'z': -3374.603271}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'ruins', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4177.64502, 'y': 229.994507, 'z': -3474.243896}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4503.931641, 'y': 231.340607, 'z': -3215.267822}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4485.708496, 'y': 249.196075, 'z': -3287.283203}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4508.703125, 'y': 245.347839, 'z': -3279.536133}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4375.683594, 'y': 250.076294, 'z': -3492.286377}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3847.606934, 'y': 307.415741, 'z': -3527.616455}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4429.934082, 'y': 250.235565, 'z': -3406.463623}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4014.697266, 'y': 220.014648, 'z': -3681.103271}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4019.2146, 'y': 251.052917, 'z': -3570.631104}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4076.890869, 'y': 239.577606, 'z': -3419.485352}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4344.719727, 'y': 250.045776, 'z': -3472.455566}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4492.026367, 'y': 245.803574, 'z': -3272.980713}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4441.251953, 'y': 249.771103, 'z': -3238.688965}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4446.75, 'y': 250.991882, 'z': -3259.658691}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4453.77832, 'y': 246.657013, 'z': -3228.918945}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4469.138672, 'y': 246.108765, 'z': -3260.260986}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4476.125, 'y': 240.807678, 'z': -3218.89917}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4508.108398, 'y': 228.893082, 'z': -3206.817627}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4573.394531, 'y': 218.488678, 'z': -3239.050537}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4590.621094, 'y': 210.370514, 'z': -3225.15625}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4582.052734, 'y': 208.081543, 'z': -3206.810059}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4094.33667, 'y': 308.187042, 'z': -3569.076172}, 'level_range': {'x': 54.0, 'y': 56.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4091.870605, 'y': 310.225281, 'z': -3544.688965}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4081.754883, 'y': 311.05072, 'z': -3546.022949}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4099.396484, 'y': 310.609009, 'z': -3560.552979}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4099.90918, 'y': 310.528076, 'z': -3551.373047}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4087.007813, 'y': 310.444244, 'z': -3560.147705}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 22}
