{'position': {'x': 738.963806, 'y': 369.306793, 'z': -1210.239258}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 495.479858, 'y': 198.543335, 'z': -836.464111}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 712.062866, 'y': 362.560669, 'z': -1160.608887}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 830.602905, 'y': 220.86705, 'z': -1399.345337}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1184.369141, 'y': 377.445984, 'z': -983.547424}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 875.66864, 'y': 401.137299, 'z': -1283.013672}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 716.119141, 'y': 301.482727, 'z': -812.993958}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 5}
{'position': {'x': 827.992371, 'y': 386.252106, 'z': -1231.144653}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 894.988464, 'y': 400.435791, 'z': -1252.878662}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 879.65155, 'y': 293.437195, 'z': -1355.773682}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 728.221069, 'y': 303.888702, 'z': -795.167664}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1018.39032, 'y': 398.525299, 'z': -1273.117676}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 738.796509, 'y': 299.752838, 'z': -768.19696}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 770.798157, 'y': 372.144409, 'z': -1199.198853}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 749.835938, 'y': 367.604523, 'z': -1184.09668}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 653.737671, 'y': 362.893677, 'z': -1117.608032}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1309.478149, 'y': 267.253448, 'z': -1126.412598}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 610.641724, 'y': 345.737305, 'z': -1094.745483}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 748.928955, 'y': 368.953094, 'z': -1159.067993}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 861.247681, 'y': 392.821228, 'z': -1235.588379}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 626.401917, 'y': 327.421265, 'z': -937.627686}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 559.268677, 'y': 231.274399, 'z': -1319.817139}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 989.435913, 'y': 397.107819, 'z': -1250.585327}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 684.988647, 'y': 230.598663, 'z': -1363.536011}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 718.119141, 'y': 363.889923, 'z': -1181.555908}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 984.883789, 'y': 398.724121, 'z': -1274.06897}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1138.596436, 'y': 395.384094, 'z': -1238.197144}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 837.681274, 'y': 393.029297, 'z': -1263.612183}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 750.049194, 'y': 297.90332, 'z': -774.608826}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 708.302917, 'y': 354.267914, 'z': -1128.0979}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 662.124512, 'y': 326.303345, 'z': -931.681824}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 480.334045, 'y': 229.053177, 'z': -1051.485229}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 786.270081, 'y': 376.958496, 'z': -1173.058716}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 479.03125, 'y': 216.606033, 'z': -951.164001}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 792.476563, 'y': 385.286407, 'z': -1244.539185}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 603.870667, 'y': 284.807404, 'z': -872.783081}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 690.460205, 'y': 362.091492, 'z': -1166.882446}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 794.034973, 'y': 391.036774, 'z': -1257.762939}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 933.045715, 'y': 405.791321, 'z': -1288.352905}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1111.403442, 'y': 430.890808, 'z': -1107.626953}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1119.592529, 'y': 395.759705, 'z': -1177.325806}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 682.71759, 'y': 349.200195, 'z': -1097.024658}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 654.519165, 'y': 328.346619, 'z': -945.646179}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 661.269531, 'y': 352.154938, 'z': -1090.915527}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 876.122498, 'y': 396.940582, 'z': -1242.013672}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 508.559814, 'y': 234.388931, 'z': -1085.36377}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 753.054626, 'y': 297.335297, 'z': -785.629517}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 631.38324, 'y': 320.848145, 'z': -900.798523}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1107.505737, 'y': 394.806671, 'z': -1222.303467}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 634.668396, 'y': 341.783051, 'z': -1041.172119}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1091.050293, 'y': 392.899994, 'z': -1259.297974}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 505.069733, 'y': 215.735184, 'z': -904.230774}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 827.293823, 'y': 386.602051, 'z': -1221.994629}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1021.693054, 'y': 394.517761, 'z': -1248.348145}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 852.400513, 'y': 391.60672, 'z': -1224.909668}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1237.209839, 'y': 349.270691, 'z': -1044.517578}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 618.877258, 'y': 344.218231, 'z': -1081.407104}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 628.437256, 'y': 357.056702, 'z': -1186.121094}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 5}
{'position': {'x': 664.14978, 'y': 345.770569, 'z': -1046.406982}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 711.839661, 'y': 355.921814, 'z': -1119.218628}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 701.949097, 'y': 353.404236, 'z': -1122.528198}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1043.954224, 'y': 393.939362, 'z': -1252.875854}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 722.227478, 'y': 357.873962, 'z': -1145.560303}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 751.491882, 'y': 299.168518, 'z': -800.174194}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 619.376953, 'y': 327.954041, 'z': -934.797424}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 649.260315, 'y': 340.268097, 'z': -1022.597595}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 867.980591, 'y': 393.950195, 'z': -1227.097778}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 623.933289, 'y': 333.070465, 'z': -969.702454}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 475.591309, 'y': 199.235733, 'z': -848.654297}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 838.611572, 'y': 220.694321, 'z': -1395.771606}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 699.745361, 'y': 353.561462, 'z': -1060.866821}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 889.695679, 'y': 400.168365, 'z': -1267.341064}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 495.499634, 'y': 206.765747, 'z': -974.279663}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 906.071045, 'y': 400.733337, 'z': -1272.493286}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 635.417358, 'y': 339.593933, 'z': -1017.063599}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1004.93811, 'y': 403.185852, 'z': -1293.869873}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 647.265076, 'y': 361.670044, 'z': -1151.251221}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 801.830872, 'y': 219.475418, 'z': -1404.562378}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 615.906006, 'y': 340.860199, 'z': -1028.569824}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 607.075806, 'y': 341.38205, 'z': -1041.537354}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 642.522339, 'y': 320.491486, 'z': -884.605774}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 600.59137, 'y': 353.850311, 'z': -1173.283081}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1174.966553, 'y': 344.330475, 'z': -1168.250244}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 822.887878, 'y': 380.352448, 'z': -1203.193726}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 5}
{'position': {'x': 725.486206, 'y': 290.465546, 'z': -1305.371826}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 774.982056, 'y': 381.297424, 'z': -1239.451904}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 735.778442, 'y': 364.493256, 'z': -1197.258667}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 698.770508, 'y': 304.191559, 'z': -806.76001}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 607.790955, 'y': 295.000916, 'z': -903.84137}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 622.63208, 'y': 349.130554, 'z': -1128.869995}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1081.067627, 'y': 395.344116, 'z': -1295.554199}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 594.526489, 'y': 333.720795, 'z': -1265.447632}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 625.739075, 'y': 334.513672, 'z': -998.33728}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 767.940613, 'y': 300.330811, 'z': -803.391724}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 704.321838, 'y': 303.245697, 'z': -790.147095}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 452.037445, 'y': 191.163925, 'z': -917.653503}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 655.055054, 'y': 362.65097, 'z': -1117.104126}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 694.688171, 'y': 352.958588, 'z': -1116.966064}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 595.283936, 'y': 352.594818, 'z': -1159.098267}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 528.40155, 'y': 229.005142, 'z': -1153.940063}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1313.50647, 'y': 231.532471, 'z': -1186.610718}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 608.149048, 'y': 228.561783, 'z': -1338.459717}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 662.5177, 'y': 374.555115, 'z': -1231.82251}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 820.049805, 'y': 219.78241, 'z': -1417.475342}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 616.055664, 'y': 332.872559, 'z': -954.609558}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 863.077698, 'y': 399.435852, 'z': -1278.112793}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 500.628265, 'y': 212.110565, 'z': -935.635437}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 755.983398, 'y': 369.24118, 'z': -1188.279175}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 690.627808, 'y': 354.025726, 'z': -1072.026367}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 554.340332, 'y': 272.422089, 'z': -911.350403}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 694.365234, 'y': 296.435333, 'z': -1295.725708}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 696.242554, 'y': 353.093964, 'z': -1079.380493}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 513.876892, 'y': 215.408325, 'z': -880.945129}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 702.455383, 'y': 305.842194, 'z': -824.693848}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 655.007202, 'y': 345.964752, 'z': -1050.488525}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 582.218506, 'y': 166.374573, 'z': -740.647888}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 442.56839, 'y': 198.694992, 'z': -1010.262268}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 730.697876, 'y': 229.475677, 'z': -1376.345703}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 606.069336, 'y': 333.245544, 'z': -964.643982}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 720.252625, 'y': 358.661316, 'z': -1132.141968}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 760.455872, 'y': 379.575409, 'z': -1240.138794}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 719.793518, 'y': 362.436035, 'z': -1167.170654}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 607.243835, 'y': 295.056702, 'z': -900.772095}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 573.915833, 'y': 183.02475, 'z': -774.907104}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1006.738281, 'y': 402.039185, 'z': -1329.46106}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1040.876953, 'y': 394.022217, 'z': -1238.203857}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 652.247925, 'y': 220.900406, 'z': -744.852966}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 625.767334, 'y': 368.382782, 'z': -1212.467529}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 612.073853, 'y': 336.086243, 'z': -996.757385}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 805.170105, 'y': 453.091705, 'z': -951.503113}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 619.446838, 'y': 328.272003, 'z': -937.047241}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1091.060913, 'y': 400.156708, 'z': -1171.925293}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 683.50116, 'y': 352.830048, 'z': -1024.819214}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1127.16333, 'y': 395.432404, 'z': -1175.077759}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 601.741943, 'y': 333.764587, 'z': -1001.926636}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 658.578308, 'y': 342.45694, 'z': -1014.959961}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1136.806519, 'y': 394.702911, 'z': -1187.8125}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 618.009766, 'y': 343.364685, 'z': -1059.657349}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 612.964783, 'y': 343.127228, 'z': -1070.569458}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 753.236511, 'y': 298.349945, 'z': -795.877319}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 760.347595, 'y': 297.823059, 'z': -768.799194}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 615.443054, 'y': 229.408188, 'z': -1338.563232}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 626.966125, 'y': 345.965179, 'z': -1068.765259}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1078.55835, 'y': 392.899994, 'z': -1231.898071}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 5}
{'position': {'x': 678.785889, 'y': 361.577301, 'z': -1119.967896}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 626.730164, 'y': 325.424133, 'z': -929.150757}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 660.017212, 'y': 221.45163, 'z': -734.752625}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 532.661255, 'y': 228.199997, 'z': -1211.817749}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 5}
